tfidf_LogisticRegression_classfiy_1,tfidf_SGDClassifier_classfiy_1,tfidf_PassiveAggressiveClassifier_classfiy_1,tfidf_RidgeClassfiy_classfiy_1,tfidf_LinearSVC_classfiy_1,salary_min,salary_max,salary_median,salary_range,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,tfidf_sgd_classfiy_fake,tfidf_pac_classfiy_fake,tfidf_FTRL_classfiy_fake,tfidf_ridge_classfiy_fake,tfidf_lsvc_classfiy_fake
0.01616816323693309,0.030389806318855524,0.07125902463801015,0.2528816174497235,0.19920336412929282,-1,1,0.0,2,0,1,1,0,0,0,0,0,0.04662988492189718,-0.19437175568255258,-0.09903846760346172,0.04131721827484164,-0.013572921106850863
0.007305700656751554,0.016908323390084416,0.18953888323838106,0.2772804633985106,0.24927504190946376,-1,1,0.0,2,0,1,1,2,6,0,23,13,0.021372376840061096,-0.030143018685642342,-0.018328196513461292,-0.008511939088534662,0.03678798186374384
0.015597590293807907,0.029431249858628113,0.24751275890217103,0.2808659441147057,0.2683770732727035,0,130000,65000.0,130000,0,0,0,2,0,2,0,0,0.03739292776740882,0.09408077078977031,0.08225237408642667,0.04625963362766882,0.026284358953861255
0.006847365616070276,0.017751806111626314,0.1876101920470206,0.26562743732368244,0.249840327864771,-1,1,0.0,2,0,1,0,2,1,2,23,25,0.02980402643318459,-0.0034952330797242137,-0.01713481014490917,-0.011412890472674797,0.035163812534067376
0.02932596345929291,0.04317643353550936,0.28830162197770826,0.3091230233427478,0.3119703982635364,-1,1,0.0,2,0,0,1,4,5,8,73,32,0.04300705872636454,-0.15409894688903275,0.02447991263012328,0.0668571559687032,0.001998133533977226
0.005733743123184558,0.01607904602559986,0.1573964372865848,0.2620731093563783,0.22811267261583787,40000,45000,42500.0,5000,0,1,1,2,6,2,106,37,0.02064929680273457,-0.012064587727007761,-0.004471195858878785,-0.011966783016387247,0.035049509073054846
0.023753386911802444,0.0446472752114318,0.2575229743264707,0.2733613628619056,0.2716567757777749,-1,1,0.0,2,0,0,0,2,6,0,59,0,0.04093214765331187,0.01957500876033752,0.024072379299823116,0.07615215344612034,-0.0022255266672811386
0.006292982070108389,0.018066397671529507,0.17720232555159682,0.260637465946814,0.2475560148455631,-1,1,0.0,2,0,1,0,0,0,0,0,0,0.020611431627994677,0.054808273978293576,0.017540607344552234,0.025736220984304017,0.02976880143406362
0.025505666211571038,0.04247062147549549,0.22056176955514908,0.27432243327591893,0.2644400089312854,-1,1,0.0,2,0,1,0,1,6,2,59,19,0.04055002569514481,-0.17116639434708675,-0.1321319412116264,0.027997339998998567,-0.09517841306764663
0.005363658846891752,0.015566332375542656,0.19613693108921745,0.2675646603498112,0.2572069887460291,-1,1,0.0,2,0,1,0,0,0,0,0,0,0.014236604327175783,0.003519864910628681,-0.028602774161587796,-8.09637562226434e-05,0.0005073266616198134
0.024140443340387546,0.040165066863954116,0.22274858798608446,0.2935386741929463,0.28267835919038287,-1,1,0.0,2,0,0,1,0,0,0,0,0,0.04367753668831054,-0.09680830671810625,0.05521313178974557,0.07744940917065228,-0.028127075690907194
0.004740636953762548,0.015243815248252066,0.1524168622050848,0.259607519674123,0.2288018033712982,-1,1,0.0,2,0,1,0,2,0,0,0,23,0.013877403473668573,0.013635922600428507,-0.005982599882880246,0.005084440894533929,-0.03580982805730907
0.00496194583064212,0.014443144501936065,0.15126552185662087,0.25889658767870943,0.22002645214015612,-1,1,0.0,2,0,1,0,2,6,10,0,0,0.02826579293165881,-0.1681212499709289,-0.01121528346365544,-0.01128318315639941,0.003261970188509381
0.02749984764907425,0.048558803785644276,0.23875148022354267,0.2817790885470159,0.2725895060016965,-1,1,0.0,2,0,1,0,2,6,0,0,13,0.03461502143508565,0.10797856607156121,0.018429768375808064,0.06519023430562297,0.023147302194772835
0.009921854180377129,0.0211858386500622,0.216945750994194,0.2790966155215793,0.2641847365133685,75000,110000,92500.0,35000,1,1,1,2,6,0,59,13,0.033938087629887245,0.08870790047685363,0.07092834112356113,0.020475069447107676,0.03212965576215015
0.010629977270143328,0.02403484552242251,0.19467961381233145,0.25981300260175916,0.2435875521892329,-1,1,0.0,2,0,1,1,4,0,0,101,12,0.03902682957997794,-0.1551355081588961,-0.08863422398915466,0.018169852580236512,-0.03602773593265756
0.017211237460712243,0.03798224874349939,0.24732964497731313,0.28044211647418477,0.2701100825419438,-1,1,0.0,2,0,1,1,2,0,0,40,0,0.025218741108861527,0.03896903483669859,0.031988950339632935,0.04471758924778707,0.01643017643087555
0.004218265584272924,0.012905453482599069,0.18258363571332362,0.27305237455987236,0.2425874648954989,-1,1,0.0,2,0,0,0,2,0,0,23,0,0.013983175017174635,-0.07008347784860937,0.005223646866938075,-0.0008781703334598406,0.002168038283582481
0.010189011498306984,0.02460373192636658,0.2097443889297282,0.27131796905616984,0.2578520109747706,-1,1,0.0,2,0,1,1,2,6,2,70,21,0.025361301379091844,-0.003932754206568301,0.007797269446788713,0.0065331215122939185,-0.0009194362107082868
